QGC WPL 110

# The format is kinda described here: https://mavlink.io/en/file_formats/
# Code is in pymavlink/mavwp.py

# Blank lines are ignored
# Lines starting with '#' are ignored

# Item 0 is reserved for the home position
0	0	3	16	0.000000	0.000000	0.000000	0.000000	47.607867	-122.343972	0.0	1

# 4 waypoints, frame 10 (above terrain), hold 10m above terrain:
1	0	10	16	0.000000	0.000000	0.000000	0.000000	47.607867	-122.343972	10.0	1
2	0	10	16	0.000000	0.000000	0.000000	0.000000	47.607867	-122.344228	10.0	1
3	0	10	16	0.000000	0.000000	0.000000	0.000000	47.607685	-122.344228	10.0	1
4	0	10	16	0.000000	0.000000	0.000000	0.000000	47.607685	-122.343972	10.0	1

# Repeat:
1	0	10	16	0.000000	0.000000	0.000000	0.000000	47.607867	-122.343972	10.0	1
2	0	10	16	0.000000	0.000000	0.000000	0.000000	47.607867	-122.344228	10.0	1
3	0	10	16	0.000000	0.000000	0.000000	0.000000	47.607685	-122.344228	10.0	1
4	0	10	16	0.000000	0.000000	0.000000	0.000000	47.607685	-122.343972	10.0	1
